BRANDS,COLORS,MEMORY,STORAGE,RATING,SELLING_PRICE,ORIGINAL_PRICE,DISCOUNT,DISCOUNT_PERCENTAGE
GIONEE,WHITE,1_GB,8_GB,3.8,4850,4850,0,0.0
APPLE,GOLD,4_GB,64_GB,4.7,62999,89900,26901,29.92324805339266
VIVO,BLACK,8_GB,128_GB,4.4,14990,14990,0,0.0
LG,BLACK,2_GB,16_GB,4.0,7999,7999,0,0.0
SAMSUNG,BLUE,1_GB,16_GB,4.2,5900,5900,0,0.0
LENOVO,WHITE,2_GB,16_GB,3.7,7990,7990,0,0.0
SAMSUNG,WHITE,LESS_THAN_1GB,4_GB,3.9,5110,5110,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.1,1680,1762,82,4.653802497162316
APPLE,BLACK,4_GB,64_GB,4.6,79999,106600,26601,24.954033771106943
SAMSUNG,GOLD,2_GB,32_GB,3.6,42000,42000,0,0.0
NOKIA,BLACK,6_GB,64_GB,3.7,14999,14999,0,0.0
NOKIA,PINK,3_GB,32_GB,4.0,13699,13699,0,0.0
LENOVO,BLACK,3_GB,32_GB,4.2,10999,10999,0,0.0
GIONEE,GOLD,3_GB,16_GB,3.9,5290,5290,0,0.0
XIAOMI,GREEN,2_GB,32_GB,4.1,7698,7698,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.1,3100,3100,0,0.0
APPLE,BLACK,2_GB,256_GB,4.5,74400,74400,0,0.0
OPPO,GREEN,4_GB,64_GB,4.3,11960,12990,1030,7.929176289453426
SAMSUNG,GOLD,4_GB,32_GB,4.1,46300,46300,0,0.0
APPLE,BLUE,3_GB,128_GB,4.6,47999,52900,4901,9.264650283553877
APPLE,YELLOW,4_GB,128_GB,4.6,54900,54900,0,0.0
SAMSUNG,BLACK,4_GB,128_GB,4.2,14999,14999,0,0.0
APPLE,GOLD,3_GB,256_GB,4.6,84900,84900,0,0.0
LENOVO,GOLD,4_GB,64_GB,4.1,13499,13499,0,0.0
SAMSUNG,GREEN,6_GB,128_GB,4.3,18499,20499,2000,9.756573491389824
LENOVO,BLACK,3_GB,32_GB,3.9,8250,8250,0,0.0
SAMSUNG,BLUE,2_GB,32_GB,3.9,5999,5999,0,0.0
SAMSUNG,GOLD,1_GB,8_GB,4.0,6999,6999,0,0.0
APPLE,BLACK,3_GB,32_GB,4.5,36999,37900,901,2.3773087071240107
LG,BLACK,LESS_THAN_1GB,4_GB,3.9,6299,6299,0,0.0
HTC,BLUE,2_GB,16_GB,3.7,13200,13200,0,0.0
SAMSUNG,WHITE,1_GB,16_GB,4.0,10800,10800,0,0.0
INFINIX,BLACK,4_GB,64_GB,4.3,10999,10999,0,0.0
APPLE,SILVER,4_GB,256_GB,4.6,121300,121300,0,0.0
SAMSUNG,GOLD,1.5_GB,8_GB,4.1,15999,16740,741,4.426523297491039
GOOGLE_PIXEL,OTHERS,2_GB,32_GB,4.3,29990,29990,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.2,1625,1625,0,0.0
APPLE,BLACK,4_GB,256_GB,4.7,131900,131900,0,0.0
XIAOMI,BLACK,2_GB,32_GB,4.3,7989,7989,0,0.0
XIAOMI,BLUE,4_GB,64_GB,4.4,12999,12999,0,0.0
OPPO,BLACK,3_GB,16_GB,4.4,9940,9940,0,0.0
APPLE,BLUE,6_GB,128_GB,4.6,109900,109900,0,0.0
SAMSUNG,BLACK,2_GB,32_GB,4.2,25990,25990,0,0.0
SAMSUNG,GOLD,2_GB,16_GB,4.3,9500,9500,0,0.0
OPPO,GREEN,4_GB,128_GB,4.3,14990,18990,4000,21.0637177461822
INFINIX,BLACK,4_GB,64_GB,3.9,16999,16999,0,0.0
REALME,YELLOW,8_GB,128_GB,4.4,19999,21999,2000,9.091322332833313
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.2,2540,2540,0,0.0
SAMSUNG,RED,8_GB,128_GB,4.0,49999,65999,16000,24.24279155744784
SAMSUNG,WHITE,LESS_THAN_1GB,4_GB,3.9,5940,5940,0,0.0
GIONEE,WHITE,1_GB,16_GB,3.8,2799,2799,0,0.0
SAMSUNG,BLACK,8_GB,256_GB,4.5,73600,75000,1400,1.866666666666667
LG,BROWN,2_GB,16_GB,4.0,9990,9990,0,0.0
ASUS,BLACK,12_GB,128_GB,4.4,49999,57999,8000,13.79334126450456
SAMSUNG,BLACK,1_GB,8_GB,4.1,7400,7400,0,0.0
ASUS,SILVER,8_GB,256_GB,4.3,43999,43999,0,0.0
ASUS,GOLD,2_GB,16_GB,4.0,7668,7668,0,0.0
SAMSUNG,RED,2_GB,32_GB,4.3,8700,8700,0,0.0
XIAOMI,BLACK,3_GB,64_GB,4.2,10450,10450,0,0.0
LENOVO,WHITE,1_GB,16_GB,3.8,4499,7499,3000,40.00533404453927
XIAOMI,RED,4_GB,64_GB,4.4,11999,12990,991,7.628945342571209
SAMSUNG,BLACK,1.5_GB,8_GB,4.1,9999,9999,0,0.0
GOOGLE_PIXEL,SILVER,4_GB,32_GB,4.4,57000,57000,0,0.0
ASUS,RED,2_GB,16_GB,3.6,5990,5990,0,0.0
APPLE,OTHERS,3_GB,256_GB,4.6,91900,91900,0,0.0
REALME,BLACK,6_GB,64_GB,4.3,14999,16999,2000,11.765397964586152
APPLE,SILVER,4_GB,64_GB,4.6,73999,109900,35901,32.66696997270246
SAMSUNG,RED,2_GB,32_GB,4.0,7900,7900,0,0.0
VIVO,GOLD,4_GB,32_GB,4.4,15990,15990,0,0.0
LENOVO,BLACK,4_GB,32_GB,4.0,7999,7999,0,0.0
SAMSUNG,RED,LESS_THAN_1GB,4_GB,3.6,6999,8740,1741,19.919908466819223
NOKIA,OTHERS,4_GB,64_GB,4.1,19999,19999,0,0.0
OPPO,BLACK,3_GB,16_GB,4.2,12500,12500,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,3.6,1599,1599,0,0.0
APPLE,GOLD,2_GB,256_GB,4.5,74400,74400,0,0.0
LG,WHITE,1_GB,8_GB,4.2,15532,15532,0,0.0
SAMSUNG,BLUE,3_GB,32_GB,4.3,10399,11000,601,5.463636363636364
NOKIA,BLACK,3_GB,64_GB,4.0,10399,11499,1100,9.566049221671449
SAMSUNG,BLUE,6_GB,64_GB,4.2,14839,16900,2061,12.195266272189349
APPLE,RED,2_GB,256_GB,4.5,54900,54900,0,0.0
SAMSUNG,BLACK,3_GB,32_GB,4.4,13500,13500,0,0.0
OPPO,BLACK,4_GB,128_GB,4.4,14990,17990,3000,16.67593107281823
LG,SILVER,4_GB,64_GB,4.2,29199,29199,0,0.0
INFINIX,SILVER,8_GB,128_GB,4.2,18999,18999,0,0.0
INFINIX,BLACK,4_GB,64_GB,4.4,9999,11999,2000,16.668055671305943
SAMSUNG,WHITE,4_GB,64_GB,4.2,13999,13999,0,0.0
MOTOROLA,BLUE,2_GB,32_GB,4.1,6999,9999,3000,30.003000300030003
SAMSUNG,BLUE,4_GB,64_GB,4.2,11499,12999,1500,11.539349180706209
SAMSUNG,BLUE,6_GB,128_GB,4.3,17194,17194,0,0.0
HTC,GREY,2_GB,16_GB,3.9,25500,25500,0,0.0
POCO,BLACK,6_GB,128_GB,4.4,11499,14999,3500,23.334888992599502
LENOVO,BLACK,3_GB,32_GB,4.0,29999,29999,0,0.0
SAMSUNG,BLACK,4_GB,32_GB,4.1,46300,46300,0,0.0
GIONEE,GOLD,2_GB,16_GB,4.0,5149,5149,0,0.0
SAMSUNG,BLUE,2_GB,16_GB,4.3,9500,9500,0,0.0
GOOGLE_PIXEL,SILVER,4_GB,128_GB,4.5,76000,76000,0,0.0
REALME,BLACK,8_GB,128_GB,4.3,29999,32999,3000,9.09118458135095
NOKIA,WHITE,1_GB,8_GB,3.8,6295,6295,0,0.0
LG,BLACK,4_GB,64_GB,4.0,9999,9999,0,0.0
LG,GREY,2_GB,16_GB,4.1,12999,12999,0,0.0
APPLE,SILVER,1_GB,64_GB,4.4,62000,62000,0,0.0
SAMSUNG,WHITE,6_GB,128_GB,4.6,73600,73600,0,0.0
APPLE,GOLD,2_GB,32_GB,4.4,34900,34900,0,0.0
OPPO,BLACK,8_GB,128_GB,4.3,21990,23990,2000,8.336807002917883
MOTOROLA,OTHERS,4_GB,64_GB,4.3,14499,16999,2500,14.70674745573269
GIONEE,BLACK,1_GB,4_GB,2.8,10990,10990,0,0.0
SAMSUNG,GOLD,4_GB,64_GB,4.3,13999,14999,1000,6.667111140742716
SAMSUNG,BLUE,2_GB,32_GB,4.4,10000,10000,0,0.0
SAMSUNG,BLACK,6_GB,128_GB,4.5,68900,68900,0,0.0
MOTOROLA,PINK,4_GB,64_GB,4.3,12999,15999,3000,18.751171948246764
OPPO,GREY,3_GB,32_GB,4.2,12990,12990,0,0.0
REALME,BLUE,4_GB,64_GB,4.4,9999,10999,1000,9.091735612328392
APPLE,RED,4_GB,256_GB,4.6,64900,64900,0,0.0
MOTOROLA,BLACK,6_GB,128_GB,3.9,21499,24999,3500,14.000560022400895
INFINIX,BLACK,4_GB,64_GB,4.3,10999,13999,3000,21.430102150153584
APPLE,OTHERS,3_GB,64_GB,4.6,42999,47900,4901,10.231732776617951
NOKIA,BLACK,2_GB,16_GB,3.9,9999,9999,0,0.0
GIONEE,BLACK,3_GB,32_GB,3.9,11499,11499,0,0.0
SAMSUNG,BLACK,2_GB,16_GB,4.3,7999,7999,0,0.0
LG,BLACK,3_GB,32_GB,3.3,16996,16996,0,0.0
APPLE,BLACK,2_GB,128_GB,4.5,34900,34900,0,0.0
LENOVO,WHITE,2_GB,16_GB,4.0,7000,7000,0,0.0
SAMSUNG,BLACK,2_GB,16_GB,4.2,19900,19900,0,0.0
SAMSUNG,BLUE,6_GB,128_GB,4.0,16999,23999,7000,29.16788199508313
SAMSUNG,WHITE,1.5_GB,8_GB,4.1,10990,10990,0,0.0
REALME,OTHERS,12_GB,256_GB,4.6,36999,36999,0,0.0
OPPO,BLACK,4_GB,64_GB,4.4,15000,15000,0,0.0
SAMSUNG,GREY,6_GB,128_GB,4.3,17000,21540,4540,21.07706592386258
GIONEE,GOLD,6_GB,64_GB,2.7,9290,9290,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.2,1332,1332,0,0.0
SAMSUNG,BLACK,6_GB,128_GB,4.2,15499,15499,0,0.0
REALME,BLACK,3_GB,32_GB,4.3,8999,9999,1000,10.00100010001
APPLE,GREY,4_GB,64_GB,4.7,62999,89900,26901,29.92324805339266
REALME,WHITE,6_GB,64_GB,4.4,14999,17999,3000,16.667592644035782
OPPO,GOLD,6_GB,64_GB,4.3,22990,22990,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.1,2533,2643,110,4.161937192584184
VIVO,OTHERS,8_GB,256_GB,4.5,49990,54990,5000,9.092562284051644
MOTOROLA,BLACK,2_GB,16_GB,4.2,23999,23999,0,0.0
XIAOMI,OTHERS,6_GB,128_GB,4.2,21999,24999,3000,12.000480019200769
APPLE,SILVER,4_GB,256_GB,4.7,76999,103900,26901,25.89124157844081
SAMSUNG,WHITE,2_GB,16_GB,4.3,12999,12999,0,0.0
REALME,GREEN,4_GB,128_GB,4.3,14999,14999,0,0.0
APPLE,GOLD,2_GB,64_GB,4.5,72000,72000,0,0.0
OPPO,OTHERS,8_GB,128_GB,4.3,22990,22990,0,0.0
XIAOMI,BLACK,6_GB,128_GB,4.3,18887,19618,731,3.726169844020797
LENOVO,GOLD,2_GB,32_GB,3.7,17499,17499,0,0.0
REALME,BLUE,3_GB,32_GB,4.4,7499,8999,1500,16.6685187243027
SAMSUNG,BLACK,3_GB,32_GB,4.3,13500,13500,0,0.0
XIAOMI,WHITE,8_GB,128_GB,4.3,28999,33999,5000,14.706314891614458
OPPO,GOLD,4_GB,128_GB,4.3,15990,15990,0,0.0
SAMSUNG,SILVER,8_GB,128_GB,4.4,27499,34999,7500,21.4291836909626
OPPO,GOLD,3_GB,64_GB,4.3,10990,16990,6000,35.31489111241907
GIONEE,GOLD,3_GB,32_GB,3.9,5999,5999,0,0.0
GIONEE,WHITE,2_GB,16_GB,4.1,15999,15999,0,0.0
SAMSUNG,BLUE,6_GB,128_GB,4.1,21700,21700,0,0.0
APPLE,GREY,2_GB,256_GB,4.5,77000,77000,0,0.0
MOTOROLA,OTHERS,12_GB,256_GB,4.1,64999,89999,25000,27.77808642318248
ASUS,BLACK,3_GB,32_GB,4.2,9599,9599,0,0.0
APPLE,SILVER,4_GB,512_GB,4.7,159900,159900,0,0.0
REALME,BLACK,3_GB,32_GB,4.5,8499,10999,2500,22.729339030820984
POCO,BLACK,6_GB,64_GB,4.4,14999,17999,3000,16.667592644035782
LENOVO,GREY,4_GB,32_GB,4.0,8999,8999,0,0.0
GOOGLE_PIXEL,OTHERS,2_GB,16_GB,4.3,25990,25990,0,0.0
REALME,BLUE,3_GB,32_GB,4.4,8999,10999,2000,18.183471224656785
SAMSUNG,WHITE,1_GB,8_GB,4.0,5999,5999,0,0.0
SAMSUNG,SILVER,8_GB,128_GB,4.4,27499,34999,7500,21.4291836909626
LG,SILVER,6_GB,128_GB,4.4,60000,60000,0,0.0
LG,BLACK,4_GB,64_GB,3.8,14999,14999,0,0.0
REALME,SILVER,3_GB,32_GB,4.3,8499,10999,2500,22.729339030820984
LG,WHITE,2_GB,16_GB,4.5,26299,26299,0,0.0
POCO,BLACK,6_GB,64_GB,4.3,11999,12999,1000,7.692899453804139
REALME,GREEN,4_GB,128_GB,4.5,11999,11999,0,0.0
SAMSUNG,RED,3_GB,32_GB,4.2,8999,8999,0,0.0
INFINIX,BLACK,6_GB,128_GB,4.3,13999,13999,0,0.0
LENOVO,SILVER,4_GB,32_GB,4.0,7599,7599,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.2,1349,1599,250,15.634771732332707
SAMSUNG,BLUE,8_GB,128_GB,4.6,39999,71000,31001,43.66338028169014
VIVO,BLACK,8_GB,256_GB,4.3,13995,13995,0,0.0
APPLE,GOLD,2_GB,16_GB,4.5,41999,41999,0,0.0
XIAOMI,BLACK,6_GB,64_GB,4.1,14999,14999,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.2,2000,2000,0,0.0
OPPO,BLACK,6_GB,128_GB,4.3,15990,16990,1000,5.885815185403178
GIONEE,GOLD,4_GB,64_GB,2.8,8389,8389,0,0.0
GIONEE,BLACK,1_GB,8_GB,3.8,3490,3490,0,0.0
HTC,BLUE,1_GB,16_GB,3.9,21990,21990,0,0.0
XIAOMI,WHITE,6_GB,128_GB,4.4,26495,28990,2495,8.606416005519145
ASUS,BLACK,12_GB,256_GB,4.5,57999,63999,6000,9.375146486663857
APPLE,BLUE,4_GB,512_GB,4.7,159900,159900,0,0.0
MOTOROLA,BLACK,4_GB,64_GB,4.3,9999,18999,9000,47.37091425864519
APPLE,GREY,2_GB,16_GB,4.5,62000,62000,0,0.0
LENOVO,BLACK,3_GB,16_GB,3.9,7999,7999,0,0.0
SAMSUNG,SILVER,6_GB,128_GB,4.2,17499,18999,1500,7.8951523764408655
ASUS,BLACK,8_GB,128_GB,4.3,49999,55999,6000,10.714477044232932
SAMSUNG,BLACK,8_GB,128_GB,4.4,27999,27999,0,0.0
LENOVO,BLACK,4_GB,64_GB,4.1,11999,11999,0,0.0
APPLE,GOLD,4_GB,64_GB,4.7,62999,89900,26901,29.92324805339266
APPLE,GREEN,4_GB,256_GB,4.6,64900,64900,0,0.0
REALME,OTHERS,8_GB,128_GB,4.3,21999,23999,2000,8.33368057002375
OPPO,BLACK,8_GB,128_GB,3.7,38999,38999,0,0.0
NOKIA,BLUE,4_GB,64_GB,4.3,18599,18599,0,0.0
OPPO,BLACK,3_GB,32_GB,3.7,10490,10490,0,0.0
OPPO,BLUE,3_GB,32_GB,4.4,9490,10990,1500,13.64877161055505
SAMSUNG,WHITE,4_GB,64_GB,4.2,11730,12900,1170,9.069767441860463
LG,BLUE,4_GB,128_GB,3.8,9499,18000,8501,47.22777777777778
APPLE,BLACK,4_GB,256_GB,4.6,78999,80900,1901,2.349814585908529
ASUS,SILVER,8_GB,256_GB,4.5,43999,43999,0,0.0
APPLE,SILVER,2_GB,64_GB,4.4,59999,59999,0,0.0
OPPO,BLUE,6_GB,64_GB,4.3,23990,24667,677,2.744557505979649
SAMSUNG,BLACK,4_GB,128_GB,4.2,12499,13999,1500,10.715051075076792
OPPO,BLACK,2_GB,16_GB,4.4,9500,9500,0,0.0
OPPO,BLUE,8_GB,128_GB,4.4,18990,22990,4000,17.398869073510223
VIVO,BLACK,12_GB,256_GB,4.4,15900,15900,0,0.0
INFINIX,BLUE,4_GB,64_GB,4.3,9999,9999,0,0.0
MOTOROLA,WHITE,2_GB,16_GB,4.2,17499,17499,0,0.0
OPPO,GREEN,4_GB,64_GB,4.3,15490,15490,0,0.0
SAMSUNG,SILVER,8_GB,128_GB,4.3,22499,29999,7500,25.00083336111204
OPPO,BLACK,1_GB,16_GB,3.8,10000,10000,0,0.0
SAMSUNG,GREEN,4_GB,64_GB,4.3,13695,14900,1205,8.087248322147651
APPLE,YELLOW,3_GB,256_GB,4.6,91900,91900,0,0.0
LENOVO,GREY,1_GB,8_GB,3.9,5499,5499,0,0.0
POCO,BLUE,6_GB,128_GB,4.4,16499,19999,3500,17.50087504375219
VIVO,BLACK,8_GB,128_GB,4.3,21990,21990,0,0.0
SAMSUNG,BLACK,4_GB,64_GB,4.4,21990,21990,0,0.0
SAMSUNG,BLACK,1_GB,8_GB,4.0,7550,7550,0,0.0
REALME,GREY,4_GB,64_GB,4.4,9999,9999,0,0.0
SAMSUNG,BLACK,6_GB,128_GB,3.9,14999,14999,0,0.0
SAMSUNG,BLACK,6_GB,128_GB,4.3,19999,22499,2500,11.111604960220454
VIVO,BLACK,4_GB,32_GB,4.4,17000,17000,0,0.0
GIONEE,YELLOW,1_GB,8_GB,3.8,3490,5999,2509,41.82363727287881
SAMSUNG,BLACK,2_GB,16_GB,4.3,16200,16200,0,0.0
MOTOROLA,BLACK,4_GB,64_GB,4.1,7999,9999,2000,20.00200020002
SAMSUNG,GOLD,2_GB,16_GB,4.2,10990,10990,0,0.0
OPPO,RED,4_GB,64_GB,4.4,22990,22990,0,0.0
REALME,WHITE,8_GB,128_GB,4.5,20999,20999,0,0.0
SAMSUNG,RED,2_GB,32_GB,3.9,5990,5990,0,0.0
GIONEE,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,3.9,3150,3150,0,0.0
XIAOMI,OTHERS,6_GB,128_GB,4.4,19799,19799,0,0.0
SAMSUNG,WHITE,8_GB,128_GB,4.0,49999,65999,16000,24.24279155744784
MOTOROLA,BLACK,3_GB,32_GB,4.4,24999,24999,0,0.0
SAMSUNG,BLACK,8_GB,128_GB,4.1,22999,25999,3000,11.538905342513177
VIVO,GOLD,3_GB,32_GB,4.3,11999,11999,0,0.0
APPLE,RED,2_GB,64_GB,4.7,38999,39900,901,2.2581453634085213
GOOGLE_PIXEL,WHITE,4_GB,128_GB,4.6,70000,70000,0,0.0
OPPO,SILVER,3_GB,32_GB,4.3,11249,11249,0,0.0
SAMSUNG,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.4,1599,1599,0,0.0
NOKIA,OTHERS,4_GB,64_GB,4.2,13790,13790,0,0.0
ASUS,SILVER,6_GB,128_GB,4.5,36299,36299,0,0.0
MOTOROLA,OTHERS,4_GB,64_GB,4.1,11999,15999,4000,25.001562597662357
SAMSUNG,WHITE,3_GB,32_GB,4.1,27990,27990,0,0.0
XIAOMI,BLACK,6_GB,128_GB,4.2,26999,31999,5000,15.625488296509266
REALME,BLUE,2_GB,32_GB,4.4,7499,7999,500,6.250781347668459
SAMSUNG,BLACK,1.5_GB,8_GB,4.1,8090,8090,0,0.0
OPPO,BLACK,6_GB,128_GB,3.8,17490,20990,3500,16.674606955693186
SAMSUNG,BLACK,6_GB,128_GB,4.3,25990,25990,0,0.0
XIAOMI,WHITE,8_GB,OTHERS,4.2,22163,22163,0,0.0
XIAOMI,RED,3_GB,32_GB,4.2,11900,11900,0,0.0
APPLE,GREY,4_GB,256_GB,4.7,76999,103900,26901,25.89124157844081
SAMSUNG,BLUE,8_GB,128_GB,4.4,22999,22999,0,0.0
MOTOROLA,WHITE,1_GB,8_GB,4.2,11999,11999,0,0.0
OPPO,BLACK,8_GB,128_GB,4.3,15990,21990,6000,27.285129604365626
REALME,RED,3_GB,32_GB,4.4,7499,8999,1500,16.6685187243027
HTC,GREY,1_GB,16_GB,3.9,19695,19695,0,0.0
REALME,BLUE,6_GB,64_GB,4.3,14499,15999,1500,9.375585974123382
SAMSUNG,GREEN,6_GB,128_GB,4.3,19818,20969,1151,5.489055272068291
GIONEE,BLUE,1_GB,16_GB,4.3,6500,6500,0,0.0
LG,BLACK,2_GB,16_GB,4.0,7990,7990,0,0.0
LENOVO,GOLD,4_GB,64_GB,4.1,11999,11999,0,0.0
VIVO,BLACK,12_GB,256_GB,4.5,52990,57990,5000,8.622176237282291
XIAOMI,BLUE,3_GB,32_GB,4.3,8599,8999,400,4.44493832648072
ASUS,BLACK,8_GB,128_GB,4.4,46999,55999,9000,16.071715566349397
OPPO,BLACK,6_GB,128_GB,4.4,17990,23990,6000,25.01042100875365
NOKIA,BLUE,6_GB,64_GB,4.1,11990,16999,5009,29.466439202306017
REALME,BLACK,4_GB,64_GB,4.4,9999,10999,1000,9.091735612328392
SAMSUNG,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.2,3285,3285,0,0.0
SAMSUNG,WHITE,LESS_THAN_1GB,4_GB,3.8,4199,4199,0,0.0
ASUS,BLUE,3_GB,32_GB,4.1,14499,14499,0,0.0
NOKIA,BLACK,6_GB,64_GB,3.7,12999,12999,0,0.0
OPPO,SILVER,4_GB,128_GB,4.3,13489,13489,0,0.0
ASUS,SILVER,3_GB,16_GB,4.0,6749,6749,0,0.0
APPLE,GOLD,4_GB,256_GB,4.6,78999,124900,45901,36.7502001601281
GIONEE,RED,2_GB,32_GB,3.9,5666,5666,0,0.0
XIAOMI,GOLD,4_GB,64_GB,4.5,14999,14999,0,0.0
APPLE,GOLD,6_GB,128_GB,4.6,109900,109900,0,0.0
APPLE,BLACK,3_GB,64_GB,4.6,42999,47900,4901,10.231732776617951
SAMSUNG,BLUE,2_GB,32_GB,4.3,9000,9000,0,0.0
INFINIX,BLACK,2_GB,16_GB,4.1,6999,6999,0,0.0
MOTOROLA,WHITE,8_GB,128_GB,4.4,29999,34999,5000,14.286122460641732
OPPO,WHITE,8_GB,128_GB,4.4,24719,25489,770,3.02091098120758
VIVO,BLUE,6_GB,128_GB,4.5,15990,15990,0,0.0
MOTOROLA,BLACK,3_GB,32_GB,4.3,21999,21999,0,0.0
OPPO,BLACK,6_GB,128_GB,4.3,18979,18979,0,0.0
MOTOROLA,BROWN,4_GB,128_GB,4.2,14999,22999,8000,34.78412104874125
SAMSUNG,BROWN,8_GB,512_GB,4.6,93000,93000,0,0.0
INFINIX,RED,3_GB,32_GB,4.1,7946,7999,53,0.6625828228528566
VIVO,BLACK,6_GB,64_GB,5.0,19990,19990,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.2,1600,1600,0,0.0
INFINIX,BLACK,3_GB,32_GB,4.2,10999,10999,0,0.0
GIONEE,GOLD,1_GB,8_GB,3.8,3599,3599,0,0.0
NOKIA,BLACK,2_GB,16_GB,4.0,6999,6999,0,0.0
INFINIX,BLUE,2_GB,32_GB,4.4,8999,8999,0,0.0
GIONEE,RED,1_GB,16_GB,3.7,9199,9199,0,0.0
SAMSUNG,BLACK,8_GB,128_GB,4.2,22989,22989,0,0.0
SAMSUNG,BLACK,2_GB,16_GB,4.4,11995,11995,0,0.0
XIAOMI,BLACK,8_GB,256_GB,4.4,29999,29999,0,0.0
SAMSUNG,BLACK,6_GB,128_GB,4.3,17575,19499,1924,9.867172675521822
XIAOMI,BLUE,3_GB,32_GB,4.3,9499,9499,0,0.0
SAMSUNG,BLACK,1.5_GB,16_GB,4.3,11700,11700,0,0.0
APPLE,GOLD,3_GB,128_GB,4.5,42900,42900,0,0.0
REALME,GREY,4_GB,128_GB,4.5,12049,13999,1950,13.92956639759983
ASUS,PINK,3_GB,32_GB,4.1,10999,10999,0,0.0
SAMSUNG,BLACK,3_GB,32_GB,4.3,10399,11000,601,5.463636363636364
OPPO,WHITE,4_GB,128_GB,4.4,15990,20990,5000,23.820867079561697
VIVO,MULTICOLOR,4_GB,64_GB,4.1,14449,14449,0,0.0
NOKIA,BLUE,6_GB,64_GB,4.1,20999,20999,0,0.0
GIONEE,WHITE,LESS_THAN_1GB,4_GB,3.6,3490,3490,0,0.0
INFINIX,GREY,4_GB,64_GB,4.2,12999,12999,0,0.0
MOTOROLA,GREY,6_GB,128_GB,4.3,16499,19999,3500,17.50087504375219
VIVO,BLACK,4_GB,64_GB,4.5,15990,15990,0,0.0
LG,BLACK,1_GB,8_GB,3.8,8000,8000,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,3.9,2349,2349,0,0.0
LENOVO,BLACK,2_GB,16_GB,4.1,6999,6999,0,0.0
SAMSUNG,BLACK,LESS_THAN_1GB,EXPANDABLE,3.3,3400,3400,0,0.0
REALME,WHITE,8_GB,128_GB,4.5,31999,31999,0,0.0
SAMSUNG,BLACK,2_GB,16_GB,4.2,6990,6990,0,0.0
REALME,BLUE,4_GB,64_GB,4.4,10999,10999,0,0.0
HTC,GREY,3_GB,32_GB,3.9,38800,38800,0,0.0
APPLE,RED,2_GB,64_GB,4.5,32999,39900,6901,17.29573934837093
LG,BLACK,6_GB,128_GB,4.4,27990,70000,42010,60.014285714285705
OPPO,BLACK,3_GB,32_GB,4.3,17990,17990,0,0.0
MOTOROLA,BLUE,4_GB,64_GB,4.1,10499,12999,2500,19.232248634510345
POCO,BLACK,6_GB,128_GB,4.4,16499,19999,3500,17.50087504375219
SAMSUNG,BLACK,4_GB,32_GB,4.3,17962,17962,0,0.0
GIONEE,BLUE,6_GB,64_GB,2.7,9964,9974,10,0.1002606777621816
SAMSUNG,BLACK,6_GB,128_GB,4.1,14300,14300,0,0.0
SAMSUNG,GREEN,8_GB,128_GB,4.3,25999,31999,6000,18.75058595581112
SAMSUNG,BLACK,LESS_THAN_1GB,4_GB,3.9,4890,4890,0,0.0
OPPO,BLACK,4_GB,64_GB,4.4,22990,22990,0,0.0
POCO,GREEN,4_GB,64_GB,4.3,8999,10999,2000,18.183471224656785
SAMSUNG,GREY,1_GB,8_GB,4.0,10899,10899,0,0.0
APPLE,GOLD,3_GB,256_GB,4.6,84900,84900,0,0.0
ASUS,BLACK,4_GB,128_GB,3.6,37999,37999,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.1,2440,2510,70,2.788844621513944
OPPO,WHITE,3_GB,32_GB,3.7,10490,10490,0,0.0
GOOGLE_PIXEL,BLACK,4_GB,64_GB,4.5,39999,39999,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.3,1000,1000,0,0.0
SAMSUNG,GOLD,1_GB,8_GB,3.5,6200,6200,0,0.0
APPLE,GOLD,4_GB,512_GB,4.6,140300,140300,0,0.0
SAMSUNG,WHITE,4_GB,64_GB,4.3,14990,14990,0,0.0
APPLE,GREY,1_GB,64_GB,4.5,48999,48999,0,0.0
NOKIA,BLACK,1_GB,8_GB,4.0,6500,6500,0,0.0
REALME,BLACK,6_GB,128_GB,4.4,24999,27999,3000,10.714668381013608
SAMSUNG,BLACK,6_GB,128_GB,4.3,19725,19725,0,0.0
